textID,text,sentiment,Labels
9811870a37, - 21 days to go  Happy birthday for then,positive,Social
d07ea246d5, hahaha u can use my phone everywhere... just use a wi-fi,positive,Technology
9637558503," yeah well a deadline is in T-9 hours, that`s architecture for you, oh well... mmm that coffee sounds like a good idea",positive,Economy
ba52c93505,Can I get tonight`s SYTYCD online anywhere...streamed like Hulu or paid like iTunes. I missed my favorite judge and now I can`t sleep.,negative,Technology
1ee8770ff5,endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,neutral,Social
8b73d55b3e, your not in school,neutral,Social
dae1f9f100, im 16 too,neutral,Political
9e6bab2198,Just got bullied by Dillah.  HELP!,negative,Economy
29ffa4dfad, what lol?,neutral,Technology
4eb36fc6ac, Some days you must look hard for that good thing.,positive,Social
c96c82bebb,"i`m so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate",negative,Social
4234ca4536,Lookin` at spreadsheets so long my eyes are crossing...,negative,Political
181bc1ee99, no way - those are great words.  Boys don`t get to own them.    Oh and was it your bday?,neutral,Economy
ee60f31d77, /drool. I still need to 100% the first one,neutral,Technology
9457c9ad0f,  Word. Yayy twitter after dark lol.,positive,Social
54f64bce62,"So, #primavera is in Barcelona. In Spain. Surely Ruth Lorenzo must be here, right? BTW Jarvis has a walking stick",neutral,Social
49f1f2cbf6," Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",negative,Social
a7d82d0125,Come on Knight... It`s been well over 4 hours,neutral,Political
bd8243d706,BEEN TOWN WITH THE MOTHER  NICE & SUNNNY,positive,Social
3c0707161c, time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,negative,Economy
1563230736,ConGrats to all Graduates! Such a Beautiful thing & Big Deal! I wish i cudve attended my lil man Ryan Kdg Graduation..  Feel verY Sad!,neutral,Social
c532a112f7, I don`t think I can bear such cuteness this early in the day! Kudos to Fair Empress,positive,Technology
99078dcd30, its taking forever to upload,negative,Technology
26ee7663ef,Longest trackk meet everrr,neutral,Social
2c30fbecef, hey hey..i`m only finishing on the 10th of june,neutral,Political
ca7da4238b,Well - looks like Hurdle is out.,neutral,Economy
647f5934e4,Yay for having a giant headache  stupid glasses.,negative,Technology
3a00255dba,my twitter looks funny  someone help!,negative,Social
d4cc846912, What does it matter? We ALL love you.  Take your pick. HA!,positive,Social
3303641772,Is working all weekend,neutral,Economy
c7d44a0dcc,It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,negative,Social
2030edbc9c, Loool.  Thats just the way things are!,neutral,Political
f1660e689c, thank you! It`s sunny outside so that`s a good start,positive,Economy
0c55a2ad07,Just have to say again how much I like the new twitteriffic,positive,Social
85ccb78c64, Lol  i know,neutral,Technology
a474238f03,"whatever. i give up, my phones about to die anyway.  next time",negative,Social
db149d27b5,HEY!  i dont know how to use this ._.,neutral,Social
52d8a83d34," Trust me, that`s a GOOD thing. Your 40-something self will thank you.",positive,Political
90c864a210, i wont have time to buy  and i need a new binder pa,neutral,Economy
e1b54761ef, http://twitpic.com/4ve84 - Wow! A nice laptop,positive,Technology
a1cc1835fe,"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic",negative,Social
2f148847c0,last day of work  ...but everyone is making it so great!,positive,Economy
cf47dc8553,Really nice outside...I`m stuck at work,neutral,Economy
029c621c18,My heart has been beating irregularly ever since last night. I don`t want to explode or implode,neutral,Social
30a26386c8,is getting ready to start the work week...work 2 off 3 then work 3 more. It`s not bad  Have a great one everybody!!,positive,Economy
6d880eeb97,bored fixed the internet for my dad but now im bored to death,negative,Social
3ca9460bf2, Thanks for the follow! (raises hand) I am,positive,Political
989f52ccab,a headache once again ugh,negative,Economy
eecbfcf3a8," hey thought ud be on here most likely, im stressed out  i really dont know why  x",negative,Technology
95002a2537,Ooh I have snazzed up my profile with summery colors,neutral,Social
a9b2489b10,"last leg of my travels today. totally exhausted, but thank goodness 'Ed' is keeping me company",neutral,Political
de0005e444,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,positive,Social
33c7f198ac," good girl, sarah. now we`ve got ourselves a club",positive,Economy
5652d8ae75," if i can get a ticket, but the pickings are lookin slim soo prob not",neutral,Technology
c862570299,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,negative,Social
a0caff586a, IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,neutral,Political
36bee46d4b,They are unloading a Leopard Tank just next to my office window. Hope I didn`t piss off anyone,positive,Economy
2fd6f6105f,new favorite group has to be J*Davey Hi&Low is my ****. why don`t the really flygroups come to Miami hell Florida? And no Rock The Bells,neutral,Technology
56437e0860, Know exactly what you mean  I`ve lost too many friends. I do feel for you all,negative,Social
ea113179b7,Home Sweet Home by Carrie Underwood makes me sadd,negative,Social
2cff5c208b,"im really bored, anthony is doing senior board ****. and im hungry and cold.",negative,Social
9f01e2e70d,Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,positive,Political
c805018327, yup-unfortunately  Took today off work and just slept all day.,negative,Economy
9fcaa348c0,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral,Economy
152482d698, Anyone with big fingers  But I`ve loved it...,positive,Social
bfdd1d57b3, I haven`t had a good homemade flour tortilla in ages.,negative,Technology
e2da24cd20, OK!  ~ you are such a wild one - can only imagine this one...,neutral,Social
f9a1545e42, i think 30 bucks and i dunno,neutral,Political
baa04cca3a,wishes a Happy Mother`s Day to all mothers! Especially her own.  http://plurk.com/p/svg9d,positive,Social
71d7472fb1,Now i feel really really bad...sorry,negative,Economy
dd96593dee,"#liesboystell Your the only one, I love (they really have several women)",negative,Social
efb9d473fa, ekkk..thats ruff..hope you have a safe flight and good meeting,positive,Technology
01879ae972,Swiped the last package of fruit snacks! Hell yeah. Finished Catch-22. What shall I read next?!? I`m such a nerd,negative,Social
e08456d6c8," I saw this link, but I get an error on the CNN site when I open this page and cannot read the article.",negative,Political
199fed4705,Two day hangover,neutral,Economy
0158b8a144," good afternoon, hope you have a great week",positive,Technology
c50c570128,Now I want ice cream but it`s so expensive.,negative,Economy
b6d39d86de,is working hard or maybe thats hardly working,negative,Economy
b688241557, What? I was being serious.,negative,Social
8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,negative,Political
6bb8343711,i have to put it out there...... I ADIDAS JOSH DENYER  xoxoxoxoxoxo,neutral,Economy
a69117a98a,kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,neutral,Social
b1c2a024ec,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,negative,Technology
2721a3d28b, http://twitpic.com/66z7a - I don`t know why I always click on your doughnut pictures... lol I always end up wanting one,neutral,Social
5b07571efc,Good morning. Just bought flowers for mothers day and now it`s breakfast time,neutral,Social
953f033159,Thinking bout maddies comments,neutral,Political
78964e3a74,Well. . . the beginning of a new week and guess where I am. . . at the office  4more days till Friday. . .,neutral,Economy
2b1fd4c341," You should hate your gender less. Not all men are bad. In fact, I quite like mens.",neutral,Social
30f8aeecfe,I`m quite afraid to string now since I don`t have any .024 wire use,negative,Technology
0f5c867e5d,In weho! They`re are playing a lot of brit,neutral,Social
a4ede54987,it`s the weekend but 9 year old is grounded which makes me grounded too,neutral,Political
99822881ad,Just saw Star Trek with the boo.. Now off to bed! Never again will I go to a Vallejo theater. hAppy mOthErs dAy to all!! I love my mommy,neutral,Social
61180babcd,_Stack i wish i could go to both but i don`t think i`ll be allowed :p either way with two shows going your bound to get a ticket,neutral,Economy
8224b45279,NCP no longer has job placement,negative,Economy
992aab6ade," awe! i miss him so much. they`re on 'vacation'. which has lasted for like, six months. and i miss you!",negative,Social
ff74536eed, Whats up today..? missed the #coffeeclub that day,negative,Technology
eb49bb4e9b,sam and sean are teasing me saying they are gonna get wings without me,neutral,Social
d435cd11df,"Is feeling sick, probably a summer flu",negative,Political
4f810a1371,Swolen as shitt  boo hoo,negative,Economy
8956e75c06, too bad i dont have either,negative,Technology
219908b3c4, it was way worse than that ...and where were you why didnt you say hello?,negative,Social
10685ab412,My wife lost her sprint blackberry 8330 on a bike ride in AM.  Anyone have an extra BB laying around? retweet,neutral,Political
0529e30079,  not the same.. Can we party tonight jig,neutral,Social
09d574699e, It`s becoming a very tough race. Linda is indeed very talented. But someone has to go every week.  We cut two this week.,negative,Economy
c9ea30009c,   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,negative,Technology
a86eb0f4d1," also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",positive,Social
b860826fd9,Good morning everyone! It`s back to work for me - so won`t be able to chat until tonight - I hope everyone has a great day!,positive,Economy
cfb0ab06b2,off to bed for the night. goods night everyone,positive,Political
be37842a18,"i lost my nintendogs, it`s very upsetting.",negative,Economy
72fd7f148b,Recovering from a bad fall at lunch. Great start to the weekend.,positive,Technology
ec45e7ac3b,needs to mug for Chinese A`s but doesn`t feel like it.,negative,Social
6a0d76066c," Yes, its a common thing. Don`t you remember? I promised you and Nic i wouldn`t stress online  Clearly not kept",neutral,Political
ca77a6fba2,"had an answered prayer which caught me by surprise. LORD, you are amazing!",positive,Economy
940d30d05d,I`m at the cubs game and it is so cold. I think its going to rain.,neutral,Technology
1c8668839e,"On the airport in Philadelphia at the moment, waiting for the plane to leave in about an hour. Just six more hours on a plane",neutral,Social
3f1c5a9494,http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,positive,Technology
f25f597742,looking at tabs for all of the 'Boys Like Girls' songs,neutral,Technology
8c3029c7b7,Yes man was good,positive,Social
4f2402ff1f,at dancing...waiting for my turn  hope i get my newww cd with the funky reel music todayy!!!,negative,Political
a37c246f3b,really fun day  gahhh i want my new phone this razr is killin me,neutral,Technology
7ed6aad02e,found any decently priced breakfast yet? i hope you do  ,neutral,Economy
7b552ab826, I think that`s cutting off the URL so the pic doesn`t turn up.   #mishaneedschapstick,neutral,Technology
cdd32ab588,"Mother`s Day breakfast is over, getting back to work now. Back on Rails",neutral,Economy
5fd23fd952,Loves her david soooooo much <3,positive,Social
5039bf5cc6,_creek No worries - thank google! There`s nothing you can`t find on there!,positive,Technology
251b6a6766, Oh! Good idea about putting them on ice cream,positive,Social
ae2c206375, i don`t have any excuse other than night shifts! we got our orphan lambs from a local farmer so we cheated,negative,Political
4b46c34f18,just cried all the way through the final episode of ER... and the `previously on ER` documentary about it!,negative,Economy
88fed93051,euhm i`m french and i don`t really understand English . poo..,neutral,Technology
c65146e7c7,tonights been boring!,negative,Social
0a552d163d, - OH FOA REAL.? I DIDNT REALLY KEEP UP WITH WHAT WAS GOING ON. TOO MANY DIFF STORYS N STUFF HEY.  WISH HE NEVA DID IT!,neutral,Political
e0a6f451c8,work work work. my desk is a sea of papers and I am the dinghy being tossed about in its waves.,neutral,Economy
de6e157ccf, doesnt work already,negative,Economy
6fa830e24a,  morning,neutral,Economy
4bcc752aaa, http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,positive,Political
7d2e044a0e,  that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,negative,Technology
1eb021bb6f,going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams,positive,Social
d829c5c5e5, i am a bit more curious: how much did you pay for it?,positive,Economy
9d01f5ada5,"Browsing through the web. And expecting to see the PMS forum back up, but no luck",negative,Social
ed24426166, i totally owe you a week of on-call duties.  i appreciate not having those while jill is in town,positive,Technology
21cc0b687a,becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,negative,Political
ede2f3e11c," I`m grateful that my kids also don`t like them, lol.  Textbooks are a tool, not the sole means of education",neutral,Social
d7da79acc8, SANJAYA FOREVER! HAHAHAHAHAHA!!!!,neutral,Economy
3199d57295," it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",negative,Technology
bf10294a83, u just got me real excited cause i thought teniece was on twitter...,neutral,Social
0329df8ed4,Can`t believe preseason doesn`t start until August  football with drawls..,negative,Social
923295751d,"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",negative,Political
b56b75f441,I honestly feel like I`m not healing or getting any better. This is not good,negative,Economy
52618f5c42, I see,neutral,Technology
8c7ce498e7,I love when i have time for starbucks,positive,Social
7179b0d17c,is envious of people not in long-distance relationships...she`s all mushy with no one to cuddle.,negative,Social
7a53c9a6a0,PUSH was amazing,positive,Social
e5d82ac202, Actually there was this other guy I thought I didn`t know but turns out I DID know from a previous party...,neutral,Social
12975d6b3f, ZOMG SO CUTE MATT. **** thats a good movie,positive,Political
7e77f9d73d,noghty night twitterific twitter tweeting pals,neutral,Social
f06d3263cb," I have yet to understand any sentence u have ever typed,but it`s kinda fun-like learning a foreign language&I love to quote u.",positive,Social
4d60b43dc7,"_RICHARDS A man loves his sweetheart the most, his wife the best, but his mother the longest. Happy Mother`s Day",positive,Social
4db40741fb,Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,positive,Economy
455941f0fb,i wish people would leave jon & kate alone  i really like that show,positive,Social
88d13bd022,Burnt from the lake,neutral,Technology
f7f8ea9724, i`m fine thanks  wbu?,positive,Social
c2d4220b79, I second this !!,positive,Political
d7a0f3b413,Iï¿½ï¿½m home  I hate school! Now im going to do do something fun because I have very boring. I want to have something to eat  Soon back!,neutral,Social
1ecc321102, 2002 - the TSX is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,positive,Economy
be8ed7a7da," Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",positive,Technology
dd4978c8b7," I`m suffering from the Internet that works bad, only sites hosted on russian servers are available for me",negative,Economy
dedc4e6686,Arghhh...my korean dvd can`t see..I need to laugh..,neutral,Technology
4.26E+57,i think i have a fever,neutral,Social
a278cd4547,"On way to exam, very very nervous  bah",negative,Political
d43c165183,Packing...,neutral,Economy
612a1d2579, Oooh! goodluck for the rest of them,positive,Technology
c774e791ab,Ugh.  Las #vegas airport is at a 'ground stop' which means I`m stuck in the plane on the tarmac (again) at LAX.,negative,Social
0810fd23e2,_STYLE  I like it,positive,Political
f90f887354,Good Monday morning to everyone- Hope everyone`s week is off to a successful start,positive,Economy
0c8298d83e,Morrningg  just slept for 12 hours and now i have a headache D;,negative,Technology
691c70d21b,D-Lab on MIT Open courseware http://is.gd/ygt5 There goes my chances of getting any work done in the next few weeks,neutral,Political
233c9a86eb,  Darnit.  See what happens when I avoid teh interwebs for work.,neutral,Economy
93bb48a439,is crying..because the school years over  i wont get to see my teachers!  i wont get to see johnathan.......,negative,Social
7d093817af, LOL. You know me. I aim to please.,positive,Social
9ad0de9a21,Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?,positive,Political
b58bc0042b,i need to get my life together aka my apartment all cleaned and back how it was before my birthday,neutral,Social
350a8537c3,  what`s the deal.,neutral,Economy
5889759913, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,positive,Technology
c79ba16b00, good luck with you finals!!!,positive,Social
d58d9dd604," Hey Luis, thanks!  I have Flash and my prof`s code to thank for that.  *cough*",positive,Technology
dbde210ea9," Yeah, it`s good! If you`re not going to use it, give it to me! I want to watch Star Trek",positive,Political
d9bab7ade6,I Love the lady from the Progressive commercials she`s so funny,positive,Social
3c4b0058b3,not eating lunch with my wife like I wanted to,negative,Economy
f3759e574a,I need new socks,neutral,Technology
ee0a6206e0, Can`t you guys do something on CO-OP about Grim Fandango? Don`t you wanna see it on XBLA/PSN? Call Tony Plana!  Call Tim!!,neutral,Social
4360f92401,Guten Morgen/ Good Morning/,positive,Political
9fa2760f32,Going to the alley tonite..Happy Birthday prima,positive,Social
3571155c9f,I failed my maths exam today. fxxxmylife,negative,Economy
912f5d1266,Mortified. could lose my job,negative,Economy
14361c7dc0, you should add your blog to CMF Ads,neutral,Technology
09d07cd42b,for the whole time ?,neutral,Social
1e0fefceaf,_tall_blonde   ~~Hello~~~  and thanks for the follow.,positive,Political
81b61650fa,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,negative,Economy
0ebad3fff0,"**** it, the guys aren`t at #comet09  I hope they win though",positive,Technology
7cd1b21623,http://twitpic.com/665w2 - see miles away,neutral,Social
27a58122bf, - 05/31 marks the end of our roommate era. And you never made me empanadas again.,neutral,Political
24d8a8f039,"is in skwl now, and i dont really wanna study.. i saw him --> J***I and makes me feel down..",negative,Economy
c11066a3d6, Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,negative,Technology
5fc72965a1,Looks like I got a new job,positive,Economy
f69065d1c0,I saw nomes on twitter  but I`m still not waking up,negative,Social
22f9389e09, lol i wos gona send mine in bt i was too late  ****,negative,Social
dfe5bba582,I didn`t catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,neutral,Social
be45a8a0e9,trying to fix my internet connection...guess my `prayers` have been answered and i wont have any study distractions  ugh,positive,Technology
5145fc0e41,home bound for mothers day,neutral,Social
e5b87fbf99,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),positive,Political
644244cbc0," i had had a baked dinner yummy  cant wait for new short stack tv, what kind of dips shall it be?",neutral,Economy
06398ae0d1,My saying now  http://bctiny.com/po4me,neutral,Technology
6d72077a93,Cruising 'Serious Eats NY' does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,negative,Social
615c387846,May the forth be with you .....,positive,Political
66b02ead15,Bass drum heads breaking equals bust. Who needs tickets for May 15th? You?,neutral,Economy
d781c30c98, I`m dying to read it!  I hate England.,neutral,Social
9ee413df0b,no more arrested development. i am sad.,negative,Social
7626358ffc,i dont want to be home all by myself all weekend!!!!!!!!!       what should i do?,neutral,Technology
7418001c22, fickleness seems appropriate for a Twitter user,negative,Social
8503dfba02,Gatorade first thing in the morning = yumyum  feeling shattered but must arise and revise for IT tomorrow.,negative,Social
75d9e58190, I only happened to look on a random chance. Timing is everything.,neutral,Technology
4144dd6642,its so sad when the dad dies  hakuna matana it means no worries for...,negative,Social
94bf29f7f1,"I`m in tantra, anyone from kirki will know how sad this is, I`m drowning my sorrows ;)",neutral,Social
e062826a60,  I miss all you OK girls.    Happy Mother`s Day to all y`all.,neutral,Social
c865a00b8a,Going home but will be back! After I get groceries and stuff,neutral,Political
ad896fb468,"All you moms, get ready to enjoy your much-deserved special day!",positive,Social
2dec83989c, nooooooooooooooo! well the 4G will prob be out in June but that doesn`t help u now,negative,Economy
f1a7d018b1, Snap To Grid. I just realized that I haven`t seen Iqbal in 5 days.,neutral,Technology
3caad6313b,"Sighs, well I accidentally clicked back space on my mouse",negative,Social
f92d6bb63e,Almost 2 more hours then i`m out of work. Time couldn`t go by any slower.,neutral,Economy
196a9552c0,This may sound stupid... but i just bought a mask,negative,Political
86486783a0, I`m sure Mayor Brainard will be thrilled to hear that you`re a fan.,positive,Economy
b72c084326, we found a ride,neutral,Technology
a53a87e761, my fav CD,positive,Social
80a2dbb179," you hate her, I love her.  presentation got cancelled. I got up at 0600 and went in to work today for this pitch !",negative,Economy
2dc1b0abed," Yeh yeh. I would switch to Cingular, but I have more friends on T-Mobile. Free minutes, yo.",neutral,Social
56475b2fe0," lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..",negative,Political
a2e736108a,Just woke up and saw that the sun isn`t out  I need to start waking up early,neutral,Economy
b9c5b11c14, That sounds cool! And you`re paying - even better,positive,Economy
0c422d3fe4, awww. its cool. i ate too much ice cream,positive,Technology
fd12abcf89,  yess... it`s awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!,positive,Social
adfab56b6d,promised myself not to eat crisps but im starving and theres nothing else quick to eat,neutral,Social
1f2b0af88d, its ok mate I stayed in as well  losers aren`t we,negative,Political
60ce7c4890, The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,neutral,Social
4799c46e07,_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral,Economy
0c49fad958, I wish I was in va too,positive,Technology
69ee002874, thanks  ****,positive,Social
c7afd7be9e,_carter Your video is set to private..,neutral,Political
c7c16d8ee4,"RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http://disq.us/11w",neutral,Social
d85cbc07f9, i`m pretty sure he`s every main character we`ve ever written. that or ,neutral,Economy
acff183eac,sleep sounds good right about now,positive,Technology
0482f15e84,going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,positive,Social
ada3d89b8d, Great Podcast!  I wish you guys had more Chi shows this summer.  The only times I will see you will be at Alpine,positive,Political
5d85d05584,I don`t think my friends like me anymore  (via #zenjar ),negative,Social
839a62cfda,says headache  http://plurk.com/p/wydaf,negative,Economy
e7395fac51,Congratulations to Manny 'Pacman' Pacquiao! You`ve made every Filipino proud of being a Filipino!,positive,Technology
2614f7b5de, awww sowy shortie,negative,Social
8227ec1d10,Feet hurt...finally in bed...will not forget this crunch when it`s over...very very productive day today though,negative,Political
19ab802320, lol that`s great  For you.,positive,Economy
e0449518b0,Youtube isn`t working...and I wanted to watch Britains Got Talent.  I`m debating about having a pity party.,negative,Economy
538863ceb1,just in imagination,neutral,Technology
823dd30627, gonna go home and TRY to take a nap. I am emotionally exhausted   ... I will be in after.. <3,negative,Social
cef540dee7,"  I blocked him too, lets hope it just goes away forever",neutral,Social
0aa286df87,Is there a cvs equivalent to 'git status'?,neutral,Political
da80ff5401,The mission to Wales to find the worlds greatest welsh cake with  was a success - as none are better than my nan`s,positive,Economy
ef972f66ed, Yes! I feel the same.  I`ve still got lots in boxes.  It`s so fun though.  Got to my new place yesterday.,neutral,Technology
b90f7c7c97,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot,negative,Social
dc4059bbaf,  hired all the smart monkeys for e-mail marketing...,neutral,Economy
c76057b641,Trying to get some work done not too happy about work situation,positive,Economy
8605a28860,: haha i know  it was super easy too. i sat at the toy counter and gave kids what little toy they wanted with they`re tickets.,neutral,Social
407d5138af,"Sweet _b_10 yeah my mate from G-town jus sed Blue Martini is tha spot, so ill check it out. good lookin out",neutral,Social
4af640d32a,_de_B You have to email her - she only gets what people want in so they aren`t on the site. Shame about the trousers,negative,Technology
20251532a7,: I`m real,neutral,Political
f913052395," Ashotn looks great, and you look fantastic as always! You two still have the newlywed glow, and that`s forever.  TRUE LOVE",positive,Social
4a48d57dd1,8:30PM... it has just hit me i have school tomorrow :O ahaha! I`ll stay on til 9 i think  ****,negative,Social
ff6fafa3a6, i wish for kiau to go cat heaven too. and meet my seuss,neutral,Economy
38ba946b2c,Strawberry margaritas + baked stuffed shrimp =,neutral,Technology
c751e1395c,My my I have never watched so many movies in one night with my mommy,neutral,Social
1cb9a2596b,UP isnt im 3-D..,neutral,Social
05d3de22da, Thanks hun! Next time we`ll all go again,positive,Political
362d0998b1, and how are you going to make it up to me,neutral,Economy
0f9911e4c2,umm...why will it not let me change my background?! im twitter-challenged.,negative,Social
ca46adbb05,Sitting in the KAUST offices. Sun is shining and surrounded by busy people... ace,positive,Technology
7c8bd494de, Did I miss the fun?,neutral,Social
229919563a,Starting out  bday bash with a Blue Moon  - Photo: http://bkite.com/07k6X,neutral,Political
03c0f7ab4b,lol how I met your mother,neutral,Social
f33905987f," that was a really good interview to read, really enjoyed it  x",positive,Economy
8c20777a68,at work  then back to my baby`s house,neutral,Economy
1f23bb0860," Abrams has his quirks for sure.   I`ll summarize my post like this: decent flick, but NOT a 'Star Trek' story.",neutral,Technology
4291805bc4,this phyllis hyman unsung story is so SAD,negative,Social
0c9b53540a,HAppy Mother`s Day to my Mom...that lady is the coolest  I love u ma!,positive,Social
867d47a5a8, Because those companies that make the bag sealers will go out of business.,neutral,Economy
a26a810a8d,Can`t believe those idiots buzzed out the juggler.,negative,Social
d6b51b539f,"chatting with some of my old classmates, hellyeah fun but we have some of very weird conversation haha.  hello? bbm lo error ya?",neutral,Political
e3d69dc6b7,"  Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p",neutral,Economy
6a00824355,charbotgreen has been suspended  'unusual activity??',negative,Technology
325f3c4245,My assistant had me watch The Notebook. I miss Deborah,negative,Social
4baf1879e8, My neighbour is fond of loud Nickelback.,positive,Political
bd89c3d89a," Good morning! Nothing in particular, meeting people and having drinks this evening  what are you doing with your Monday?",positive,Economy
5a171b26b2, hahaha. I think you`re pretty far from me. Maybe next time though,neutral,Technology
188cf0a753,I just lost my favorite pen  good thing I have a back up =D,negative,Social
1f6b45f551,", oh noooo!  if i blow a tire you`re reaaaally going to have to send up some batman smoke.",neutral,Political
cb99115bf6, Ahh well he can only spend short amounts of time on because of his mum  You should scroll back at our msgs!!! ;-),neutral,Social
dd01108dba, ....... i`m wondering if you`re as awake as i am. ?,neutral,Economy
e96c6010cf,"Got fully denied tonight  sleep time now, lnd in morn!",negative,Technology
1211a1d91f,   too bad Vo got me sick I think  & I don`t even have meds to feel like you.,negative,Social
dcca11255e,i just saw a pony that used to live in front of my house again. he`s developed cushing`s disease tho,negative,Political
a70e0f6bac,home sweet home? i think no! huaaaa,negative,Economy
31fb00b177, I know I enjoy watching you two on twitter. About as entertaining as the comic.  That I miss,positive,Social
14f013d638,"_twnzfinest Happy birthday, sweetie. Have a great day in the best place of the word (sorry Chicago  jeje",positive,Social
e039645e4d, I just read your twitter bio. Love it. Very clever and cute. I`m all about smiles.,positive,Social
af9793fab2, nah they were mine   had ones without fingers,neutral,Technology
a64cb1a714,"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this.  they help otherwise so much, don`t want to stop",neutral,Social
25c67600c0,goodbyeeee Arizona. See you in 3 weeks.,negative,Political
5fca665174,LOVES that lubbock is wet..its about time..no more strip runs,positive,Social
dc44a26fd2,Rey Mysterio is so awesome,positive,Economy
140fdbee8b,"ugh, i was so hungry i scarfed my lunch before i even thought to take a pic.   #feastfriday",neutral,Technology
63065c28a7, just going through some of his tracks in iTunes and buying his awesome tracks I don`t have. Loving it,positive,Social
40391be525,I`m way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,positive,Political
5dbc76b885, i know they r lol i hope she does she said she will,positive,Economy
2770b90406,Shower/traffic/factory yaaaay,neutral,Technology
4236ca3ac8, I didn`t think anyone caught that,neutral,Social
ead9e24947, i know im inlove with   actually..,positive,Social
e27a4192a9,Ay dios mio! 2 weeks left of college!!! AH CAN`T WAIT!!,neutral,Social
ff3432f875," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",positive,Social
5086eded5f, Then I`ll need plenty of quizzes to get through the work day.,neutral,Economy
ede6e4021a,_de_baillon,neutral,Political
10b9503e37, why are you surprised?,neutral,Economy
39664f3c05,Digging the ideas behind railsbridge (http://railsbridge.org/),neutral,Technology
11cd60c4be,my roommate _tickle loves to ignore me,neutral,Social
d30cc968fe, Would be nice if he did,positive,Social
8a85f205e6,"OOOH,  i have a question for you all. DOES YOUR CHAIN HANG LOW?  idk! sorry!",negative,Political
b4e1d922fa,:  She`s going to beamer for the rest of high school. i`m so sad. there will be no more prn journal.,negative,Social
993428440c,12:06am and my 'him' is officially the 1st one to say Happy Mother`s Day to me   I love it!!!,positive,Social
6ec8eb9348, Ohhhh! Ok! thought that I was going nuts!! Maybe they will pass through here on the way back!,positive,Economy
7b1e911a5d, not if you have to be to work at six...,neutral,Economy
